token,loss
ouri,-0.1420225501060485
zi,-0.142121136188507
elisabeth</w>,-0.1421730816364288
dory</w>,-0.1423114091157913
gin,-0.1424206793308258
logically</w>,-0.1429554522037506
paradi,-0.1429628133773803
mahatma</w>,-0.1439068466424942
marr</w>,-0.1448641866445541
mukherjee</w>,-0.1449944823980331
Ø§ÙĦ,-0.1454013735055923
composed</w>,-0.145865187048912
illary</w>,-0.1461308151483535
lovecraft</w>,-0.1462244242429733
maggie</w>,-0.1463503390550613
shallow</w>,-0.1471890211105346
kramer</w>,-0.1472315639257431
norms</w>,-0.1474937498569488
lydia</w>,-0.1476911157369613
beij,-0.1498651504516601
boris</w>,-0.1508085280656814
embraces</w>,-0.1510674208402633
kai</w>,-0.1513304710388183
ssion,-0.151517778635025
hannibal</w>,-0.1518535912036895
fied,-0.1520486325025558
igle,-0.1525356173515319
bli,-0.1543181985616684
agnes</w>,-0.1547543108463287
puk</w>,-0.1556107252836227
rash</w>,-0.1557798981666565
shawnee</w>,-0.1563386619091034
chin,-0.1563456356525421
catalyst</w>,-0.1564535945653915
riggs</w>,-0.1565363258123397
shim,-0.1569833010435104
zafar</w>,-0.1595939993858337
esper,-0.1598125845193863
âļł</w>,-0.1598255932331085
regan</w>,-0.1599189639091491
';</w>,-0.1611051708459854
lehead</w>,-0.1615435481071472
infected</w>,-0.1642120480537414
eface</w>,-0.1644977033138275
pac,-0.1651237905025482
kgs</w>,-0.1655696332454681
beha,-0.1656105667352676
lester</w>,-0.1662089228630066
huckabee</w>,-0.1664175540208816
skincare</w>,-0.16665580868721
ush,-0.1666871458292007
gia</w>,-0.167526289820671
tad,-0.1685635149478912
oe,-0.1688336730003357
this,-0.1689971983432769
lion</w>,-0.1699008792638778
rich</w>,-0.1699569672346115
giovanni</w>,-0.1706818491220474
mexic,-0.1717737317085266
metoo</w>,-0.171781376004219
haya</w>,-0.1722659617662429
adh</w>,-0.1723073869943618
tears</w>,-0.17231085896492
thi</w>,-0.1725546866655349
elderly</w>,-0.1746433973312378
disturbed</w>,-0.1749468743801117
sorrows</w>,-0.1755273938179016
ronnie</w>,-0.1756934970617294
tical,-0.1758543848991394
missy,-0.1758695840835571
liner</w>,-0.1760604232549667
riley</w>,-0.1768990755081176
caricature</w>,-0.1769229769706726
kz,-0.1781610995531082
imation</w>,-0.1792471408843994
colony</w>,-0.1796716451644897
chara</w>,-0.1802092343568802
aron</w>,-0.1807201206684112
yoongi</w>,-0.1826269030570984
bella</w>,-0.1827493906021118
mcen,-0.1832077503204345
masquer,-0.1835788637399673
martin</w>,-0.1841987371444702
erous</w>,-0.184604063630104
ðŁĴ¥,-0.1850283294916153
blah</w>,-0.1851819008588791
luis,-0.1853031367063522
agon,-0.1855361014604568
inoa</w>,-0.1870234757661819
aaron</w>,-0.1870681792497635
devil,-0.1873922049999237
lobo</w>,-0.1878756284713745
conom,-0.1881748139858245
sunshine,-0.1885938346385955
albert</w>,-0.1886326223611831
truman</w>,-0.1886494010686874
yap,-0.1894344985485077
phenomen,-0.189459428191185
ramad,-0.1894881725311279
intense</w>,-0.1903685182332992
rou,-0.1918358951807022
ī,-0.1925184428691864
staur,-0.1926701962947845
gris</w>,-0.1927089244127273
ðŁĺŃðŁĺŃðŁĺŃðŁĺŃ,-0.1929329335689544
arti,-0.1929361075162887
eric</w>,-0.1930129528045654
